Respondent ID,Q1,Q2,REF1: Product,REF2: Age,REF3: Gender,REF4: Music,REF5: Activity,Positive_Sent,Negative_Sent,Overall_Sent,Overall_Sent,,
189,"It gives me time to collect my thoughts and escape some of the stress from the day.  While riding the train, it allows me to sit back and relax and transition to home life.",It doesn't have a lot of memory and holds only a small selection of songs.,Other,35-44,Male,Rock,Traveling,-0.132348375,0,-0.132348375,negative,,
190,easy to transport,too expensive,Product D,<18,Female,Other,Relaxing,0.461880215,-0.176776695,0.28510352,positive,,
191,I don't have to carry around CDs.,It doesn't look at cool as Product A.,Product B,<18,Female,Jazz,Relaxing,0,-0.265165043,-0.265165043,negative,,
192,It has a catchy beat an is easy to dance to.  ,Color doesn't match any of my cool outfits,Product D,35-44,Female,Classical,Working,0.663324958,-0.265165043,0.398159915,positive,,
193,"Ease of use, design",I only have a 4 gig. Should have gotten a bigger one.,Product A,35-44,Female,Country,Traveling,0.375,-0.233914287,0.141085713,positive,,
194,Capacity,Weight,Product A,35-44,Male,Classical,Traveling,0,0,0,neutral,,
195,It was cheap,It's too big,Product D,45-54,Male,Other,Traveling,-0.288675135,0.144337567,-0.144337567,negative,,
196,Small,high price,Product A,<18,Male,Other,Studying,0,0,0,neutral,,
197,the sound quality is killer and it holds all of my CDs.,It needs a better protective case than the one provided with it. I'm always dropping it.,Product A,<18,Male,Rock,Other,0,0.204783897,0.204783897,positive,,
198,I like it because I can hear the music clearly.,I wish it had longer battery life.,Product B,45-54,Female,Folk,Traveling,0.505964426,-0.755928946,-0.24996452,negative,,
199,The playlist feature so I can make my own playlists for our bashes.,Not enough room for all my music. I need a huge amount of space for all my tunes.,Product A,18-24,Male,Rap,Other,0,0.175312539,0.175312539,positive,,
200,Its pretty green color.,The earbuds are uncomfortable.,Product A,25-34,Female,Jazz,Working,0.375,-0.375,0,neutral,,
201,It rocks. I can download music from the internet.,I wish it had longer battery life.,Product A,18-24,Male,Other,Traveling,0.123750028,-0.755928946,-0.632178918,negative,,
202,It's analog,It's a bit clunky,Other,35-44,Female,Jazz,Other,0,-0.2,-0.2,negative,,
203,Sound quality,Size,Product E,45-54,Male,Blues,Traveling,0.707106781,0,0.707106781,positive,,
204,I can load all my favorites and never run out of music. Since it has so much space I can load new tunes without having to remove some of my previous music. I have my whole library of music with me at all times.,I wish I could have videos of my favorites along with my music.,Product A,25-34,Male,Country,Other,0.114173714,-0.457627662,-0.343453948,negative,,
205,It holds all of my music and it is small.,It is too expensive.,Product E ,25-34,Female,Blues,Working,0.18973666,-0.125,0.06473666,positive,,
206,easy to transport all my music,not reliable. We have 4 and all of them had to be replaced,Product A,35-44,Male,Classical,Working,0.571547607,-0.192929252,0.378618355,positive,,
207,The design,Need to change batteries all the time.,Product A,>54,Female,Other,Other,0,0,0,neutral,,
208,"It is small, lightweight and easy to carry",nothing,Product D,25-34,Female,R&B,Traveling,0.282842712,0,0.282842712,positive,,
209,I like how easily it fits into my purse or pocket,The user manual. The descriptions were not very good.,Product E,>54,Female,R&B,Working,0.150755672,-0.033416327,0.117339346,positive,,
210,I can put all of my music on it.,It is really pricey.,Product C,>54,Male,Classical,Relaxing,0.2,-0.225,-0.025,negative,,
211,The sound,It's bulky,Other,25-34,Male,Country,Other,0,-0.707106781,-0.707106781,negative,,
212,good mobillity,poor menu system,Product B,45-54,Male,Classical,Working,0.530330086,-0.288675135,0.241654951,positive,,
213,Its compact size,Its battery life.,Product B,45-54,Male,Rock,Studying,0.230940108,0,0.230940108,positive,,
214,It is reliable.,I want it to be smaller.,Product A,35-44,Male,Jazz,Relaxing,0.288675135,0,0.288675135,positive,,
215,"I was given it as a present, so I just like it.",I haven't really thought about it since I was given it as a present.,Product E ,>54,Female,Jazz,Traveling,0.216506351,0.06681531,0.283321661,positive,,
216,Good Design. Easy to use.,Nothing,Product D,25-34,Male,Rock,Working,0.553840178,0,0.553840178,positive,,
217,All of my music fits on it.,All of the necessary accessories do not come with it and they are very expensive.,Product A,45-54,Female,Folk,Working,0.226778684,-0.1161895,0.110589183,positive,,
218,"capacity to hold a lot of music, ease of use, cool earbud","too expensive, sound quality could be better, color",Product A,>54,Male,Classical,Traveling,0.606217783,0.548007755,1.154225538,positive,,
219,It fits comfortably in the palm of my hand,The directions that came with it.,Other,35-44,Female,Other,Other,0.333333333,0,0.333333333,positive,,
220,I use it when I work around the house to listen to Frank and Dean when I can.,It is large to carry around and the hook they have for your belt doesn't work well.,Product D,>54,Female,Rock,Relaxing,0.058925565,-0.254662406,-0.195736841,negative,,
221,Makes me feel young again!,I don't understand all of the buttons.,Product B,>54,Female,Blues,Traveling,0.178885438,-0.377964473,-0.199079035,negative,,
222,It is small and light so I forget I'm carrying it.,It broke the bank.,Product A,18-24,Male,Rap,Traveling,-0.150755672,-0.375,-0.525755672,negative,,
223,storage capacity,expensive,Product A,25-34,Female,Other,Traveling,0,-0.25,-0.25,negative,,
224,The compact design of the device and the software was very user friendly and easy to install,The battery does not last long,Product D,18-24,Male,Country,Traveling,0.882829675,0,0.882829675,positive,,
225,that it is portable,storage limits,Other,25-34,Male,Rock,Working,0.125,-0.176776695,-0.051776695,negative,,
226,its cool,nothing,Product A,<18,Male,Rap,Studying,0.530330086,0,0.530330086,positive,,
227,It's small but holds lots of music,It was kind of expensive,Product A,35-44,Female,Rock,Traveling,0.510252039,-0.02236068,0.487891359,positive,,
228,large storage capacity,short battery time and long recharge time,Product A,25-34,Female,Rock,Traveling,0,0,0,neutral,,
229,"Well-made, good sound.",It falls off of the belt clip sometimes.,Other,25-34,Male,Country,Relaxing,0.875,-0.088388348,0.786611652,positive,,
230,I can wear it while I am exercising because it is so small.,The battery does not last very long anymore and I can't replace it.,Product A,45-54,Female,R&B,Other,0,0,0,neutral,,
231,"It can hold all of my child's music. Where ever we are, when my son gets cranky, I can pull it out and in no time he is chilled out.",Its accessories cost an arm and a leg.,Product A,35-44,Female,Other,Traveling,0.026115749,0,0.026115749,positive,,
232,"inexpensive, has FM radio",doesn't list tracks,Product B,45-54,Male,Country,Traveling,0.25,0,0.25,positive,,
233,It's small and light,The batteries don't last as long as I'd like,Product A,25-34,Female,Jazz,Traveling,0,0.166666667,0.166666667,positive,,
234,Handy,Less space,Product E,35-44,Male,Classical,Traveling,0.5,0,0.5,positive,,
235,Handy for listening to music on the way to work.,I like it but now I wish I had Product A.,Product D,45-54,Male,R&B,Traveling,0.426907484,-1.356650295,-0.929742811,negative,,
236,I can take it anywhere I like,It needs more bass,Product D,18-24,Male,Country,Other,0.188982237,0,0.188982237,positive,,
237,I can edit the playlist,Lousy sound! It doesn't play files I buy online. What a ripoff!,Product C,45-54,Female,Jazz,Traveling,0,-0.300592386,-0.300592386,negative,,
238,Style and ease of use,Battery and tends to scratch easily,Product A,25-34,Female,R&B,Traveling,0.335410197,-0.244948974,0.090461222,positive,,
239,small size and large capacity,short time between recharges,Product A,35-44,Male,Rock,Relaxing,0.447213595,0,0.447213595,positive,,
240,headphones are good lost of songs,battery is lousy,Product A,<18,Male,Rock,Studying,0,-0.577350269,-0.577350269,negative,,
241,"small, long battery life, and good sound",buttons are very small and difficult to control,Product D,25-34,Female,Rock,Traveling,0.283473355,-0.318198052,-0.034724697,negative,,
242,can store lots of songs,maybe a little too heavy,Product D,45-54,Female,Blues,Traveling,0,0,0,neutral,,
243,Its size.,The cost.,Product A,35-44,Male,Rock,Traveling,0,0,0,neutral,,
244,it is easy to use and I like the look of it.,it is quite expensive to buy,Product A,25-34,Male,Rock,Traveling,0.433012702,-0.183711731,0.249300971,positive,,
245,Multiple formats. Big hard disk. Good battery life and recharge speed. Good download speed.,Controls can be a bit fiddly and not quite as cool as Product A,Product B,18-24,Male,Other,Traveling,0.242507629,-0.040089186,0.202418443,positive,,
246,It holds lots of songs,"Its so small, I can never find it",Product A,<18,Female,Blues,Relaxing,0,0,0,neutral,,
247,it's blue,want a newer one,Product A,18-24,Male,Blues,Studying,0,0,0,neutral,,
248,I can understand how to use it.,"Nothing, it's fine.",Product E ,>54,Male,Other,Relaxing,0.377964473,0.144337567,0.52230204,positive,,
249,"small, multi purpose, easy to use","battery life poor, small amount of memory, can't download from internet directly",Other,18-24,Female,Rock,Other,0.816496581,-0.144337567,0.672159014,positive,,
250,small enough to use anywhere,poor quality headphones,Product A,>54,Male,Classical,Studying,-0.111803399,-0.577350269,-0.689153668,negative,,
251,incredibly small,it's already full,Product A,25-34,Female,Country,Relaxing,0,0,0,neutral,,
252,we can use it everywhere,quality of headphone,Other,35-44,Male,Rock,Traveling,0,0.577350269,0.577350269,positive,,
253,great sound,difficult controls,Product B,45-54,Male,Rock,Traveling,0.353553391,-0.353553391,0,neutral,,
254,Nothing special. It does everything well.,The color.,Product A,35-44,Male,Rock,Other,0.482842712,0,0.482842712,positive,,
255,"It's multi-purpose. Also it's easy to change music. When plugged into the adapter, the memory card looks like another hard drive.",It uses up the internal batter pretty quickly. Not really a problem for me because I don't listen long at one sitting.,Other,45-54,Male,Folk,Traveling,0.406078467,0.32940381,0.735482277,positive,,
256,looks nice,absence of radio,Product A,35-44,Female,Blues,Traveling,0.353553391,-0.288675135,0.064878256,positive,,
257,Its size means I don't have to listen to the teachers.,"It's a bit big, sometimes teachers spot me listening to it.",Product C,<18,Female,R&B,Studying,0,0.075377836,0.075377836,positive,,
258,Small size; large capacity; easy to use,A bit cheap-looking,Product B,45-54,Male,Rock,Traveling,0.755928946,-0.25,0.505928946,positive,,
259,Its size means I can listen to it while working.,I can't hear when someone talks to me.,Product B,25-34,Male,Other,Working,0.079056942,0,0.079056942,positive,,
260,I find it very convenient and simple to use.,It seems slightly unreliable; I think it is a bit buggy.,Product A,35-44,Male,Classical,Relaxing,0.48,-0.346738046,0.133261954,positive,,
261,Easy to use and my alternative rock songs sound awesome on it!,Battery life.,Product A,25-34,Female,Rock,Working,0.461880215,0,0.461880215,positive,,
262,How many songs it holds,"Disconnecting it from the PC. It always has a ""do not disconnect"" message & I have to manually disconnect the setting.",Product A,35-44,Female,Country,Working,0,0,0,neutral,,
263,It's nice and small and fits into my handbag.,I have to have a handbag to carry it around.,Other,35-44,Male,Other,Traveling,0.166666667,0,0.166666667,positive,,
264,"Been using a portable cassette player, but it finally broke. Product A seemed to be the brand to get. I like that they're really light weight. Also, it's easier to skip around from song to song than it is with a tape.",Learning how to download songs was odd and I'm still not crazy about the interface.,Product A,45-54,Male,Blues,Relaxing,0.048893507,0.335658557,0.384552064,positive,,
265,It's small,"The attempt at copyright protection, which prohibits the use of downloaded music is annoying.",Product E,35-44,Male,Other,Traveling,0,0.173719807,0.173719807,positive,,
266,Size,Battery life,Product D,25-34,Female,Rap,Other,0,0,0,neutral,,
267,"It changes the relationship you have with your music. I've been listening to music a long time and that never happened with cds, tapes, or vinyl.",Maybe it trivializes the music a bit too much.,Product A,25-34,Male,Rock,Traveling,0.027239312,-0.466666667,-0.439427354,negative,,
268,I like that I don't have to fiddle with software to download music. I can just drag my songs onto the memory card and plug it in.,The app for playing slongs that comes with the hardware is only so-so. But there are other players available that are really good.,Other,45-54,Male,Rock,Traveling,0.085727243,0.543567682,0.629294926,positive,,
269,I can put a lot of music on it and it's cool looking,nothing,Product A,18-24,Female,R&B,Other,0.374422632,0,0.374422632,positive,,
270,Sound quality.,It came with a bunch of lame songs loaded.,Product B,18-24,Male,Rock,Studying,0.707106781,-0.166666667,0.540440115,positive,,
271,I like that I can listen to my music when I'm at the gym and not have to worry about switching CD's or the CD skipping.,I don't like the headphones that came with the device. They hurt my ears. I had to buy a new pair that were comfortable.,Product A,25-34,Female,Rock,Other,0.36281485,-0.040672596,0.322142254,positive,,
272,"Creating custom playlists, listening to comedy clips downloaded from the Web","Poor video quality, not compatible with other audio formats",Product A,25-34,Male,Rock,Traveling,0.150755672,0,0.150755672,positive,,
273,Nothing,It does not sound very good but my folks won't buy me a new one so I'm stuck with it,Product B,<18,Female,Blues,Studying,0,-0.234954843,-0.234954843,negative,,
274,Well being a long haul truck driver i really like the fact that there is always music to listen to and that i can turn up the volume real loud when my favorite song comes on.,It is too expensive.,Other,>54,Male,Country,Traveling,0.566666667,-0.125,0.441666667,positive,,
275,built-in FM tuner,UI is kind of awkward,Product E,35-44,Male,Classical,Working,0,-0.04472136,-0.04472136,negative,,
276,I like that it's easily portable and that I can take it with me while I'm working at my local coffee shop.,I wish the battery life was longer. I find that I have to recharge the device often.,Product A,25-34,Female,Classical,Other,0.213200716,-0.412500092,-0.199299376,negative,,
277,size,battery life,Other,45-54,Male,Other,Other,0,0,0,neutral,,
278,I like that I can easily carry a variety of music with me. The new broadcast feature is also great.,Their website makes it difficult for me to download tunes.,Product A,25-34,Female,Rock,Working,0.432888224,-0.158113883,0.274774341,positive,,
279,"lots of storage, ability to store all of my music in one place, listening to books, playlists",heavy,Product A,35-44,Female,Country,Traveling,0.266789188,0,0.266789188,positive,,
280,The number of songs I can store on it.,Battery runs down quickly.,Product A,25-34,Female,Rock,Traveling,0,0.5,0.5,positive,,
281,I can access it using different computers. It's also very compact for travelling.,I hate that it doesn't have a colour screen,Product B,25-34,Female,Rock,Traveling,0.160398368,-0.25,-0.089601632,negative,,
282,small footprint,software,Product D,>54,Male,Jazz,Traveling,0,0,0,neutral,,
283,Discrete size.,Lack of storage.,Other,35-44,Male,Other,Traveling,0,-0.433012702,-0.433012702,negative,,
284,Great music quality,Easy to misplace,Product D,45-54,Female,Rock,Traveling,1.212435565,0,1.212435565,positive,,
285,small,I don't like the volume control,Product A,25-34,Female,Other,Traveling,0,-0.204124145,-0.204124145,negative,,
286,I can buy just the songs I want on their site.,I wish the battery lasted longer,Product A,<18,Male,Rock,Traveling,0,-0.816496581,-0.816496581,negative,,
287,the memory,nothing,Product A,25-34,Female,Rock,Traveling,0,0,0,neutral,,
288,"Very convenient, can take it anywhere.",It was very hard to set up. I have very little computer experience.,Product D,25-34,Male,Folk,Working,0.587877538,-0.464062604,0.123814935,positive,,
289,It's pink.,The display smudges easily.,Other,25-34,Female,Rock,Other,0,-0.3,-0.3,negative,,
290,"little size, great capacity",nothing,Product A,25-34,Female,R&B,Traveling,0.25,0,0.25,positive,,
291,"holds lots of songs, can tell which album and song is playing, and by which artist",slippery so you need to buy all sorts of holders and a protective case,Product A,25-34,Female,Rock,Traveling,0.15,0.133630621,0.283630621,positive,,
292,its color,its size,Other,>54,Male,Classical,Other,0,0,0,neutral,,
293,"The smallest, most reliable, best product ever on the market.",I can't find it sometimes because it's so small!,Product A,25-34,Male,Rock,Traveling,0.442718872,0,0.442718872,positive,,
294,Ease of use,bad battery life,Product D,45-54,Male,R&B,Traveling,0.433012702,-0.433012702,0,neutral,,
295,hand-sized portable,nothing,Product A,25-34,Female,R&B,Working,0.144337567,0,0.144337567,positive,,
296,Design and simplicity,The case gets scuffed up far too easily,Product A,25-34,Male,Classical,Traveling,0,0,0,neutral,,
297,its stylin',everyone has one,Product A,25-34,Male,Other,Working,0,0,0,neutral,,
298,Uses standard batteries,Bulky,Product D,>54,Male,Other,Other,0,-1,-1,negative,,
299,it holds loads of songs and is easy to use,battery life could be better,Product A,25-34,Male,Blues,Relaxing,0.316227766,0.357770876,0.673998642,positive,,
300,it sounds amazing and i love having all that music available to me,too big...should be the size of a credit card,Product E,>54,Female,Classical,Working,0.73497776,0.159099026,0.894076786,positive,,
301,not as pricey as Product A,not as cool and not as easy to use as Product A.,Other,35-44,Male,Country,Traveling,0.102062073,-0.072168784,0.029893289,positive,,
302,Great sound.,A bit bigger than some of the newer devices.,Product B,35-44,Female,Other,Traveling,0.353553391,0,0.353553391,positive,,
303,the fact that it can be charged up and I don't need to carry CDs as all the music is loaded on it already.,It is quite heavy. I have to load all the music onto the computer first then download it onto the device which is a bit of a pain.,Product B,25-34,Female,Rock,Relaxing,0.122474487,-0.016708163,0.105766324,positive,,
304,music catalogue is better than others,too big,Product B,25-34,Male,Folk,Working,0.571547607,0.176776695,0.748324302,positive,,
305,"Ease of use, bug free",There are too many new product updates. Would be good if you could see what the next song in your playlist is.,Product A,25-34,Male,Other,Traveling,0.335410197,-0.265508517,0.069901679,positive,,
306,Quite stylish and easy to use.,Battery life is terrible. It's too heavy and too unreliable.,Product A,35-44,Male,Folk,Traveling,1.322724461,-0.463067596,0.859656865,positive,,
307,I love how it is so small. I also like the games I can play,I wish it came in pink.,Product A,>54,Female,Folk,Traveling,0.230125025,-0.816496581,-0.586371556,negative,,
308,"I like the various functions that it offers including music, film & photos",It is too big to carry when exercising,Product C,18-24,Female,R&B,Traveling,0.490747729,0.088388348,0.579136076,positive,,
309,You can listen to anything!,nothing,Other,25-34,Female,Blues,Relaxing,0,0,0,neutral,,
310,the colour of the device,i don't like that you need a case to stop the screen from becoming scratched.,Product A,45-54,Male,Blues,Working,0,-0.387298335,-0.387298335,negative,,
311,size and weight,half-baked software,Product B,25-34,Male,Other,Traveling,0,0,0,neutral,,
312,Good quality of sound,Colour,Product A,25-34,Female,Rock,Traveling,0.875,0,0.875,positive,,
313,Its very light!,Pricey,Other,45-54,Male,Classical,Traveling,0,-0.25,-0.25,negative,,
314,large drive is key,sound quality,Other,35-44,Male,Rock,Other,0,0.707106781,0.707106781,positive,,
315,"Small size, amount of storage, colour, style and design",Battery power is not very good,Product A,18-24,Female,Rock,Traveling,0,-0.061237244,-0.061237244,negative,,
316,it portable,not able to transfer music from Product A,Product A,25-34,Female,Rock,Traveling,0.176776695,-0.212132034,-0.035355339,negative,,
317,size,sound quality,Other,25-34,Female,Other,Other,0,0.707106781,0.707106781,positive,,
318,convenience,interruption,Product D,25-34,Male,Rock,Working,0.5,-0.5,0,neutral,,
319,I finally caved in after seeing all the commericals and seeing people on the train with Product A. It does look sleek.,Controls are too small. Geared for younger people with better eyes.,Product A,25-34,Male,Rock,Traveling,0.106600358,0.216562548,0.323162907,positive,,
320,You can listen to your own music wherever you are,Size. Bit too bulky.,Product D,35-44,Male,R&B,Other,0.18973666,-0.315052149,-0.12531549,negative,,
321,"It's small and light, long battery life, good sound quality.",Slow upload times,Other,25-34,Male,Other,Traveling,0.553398591,-0.144337567,0.409061023,positive,,
322,the size,earphone quality,Product A,35-44,Female,Jazz,Traveling,0,0.707106781,0.707106781,positive,,
323,"Hats off (again). Every time they upgrade I buy the lastest (and give my old one to friends or sell online). The latest version with video and photo capability is amazing. Plus it's lighter and thinner and holds like 15,000 songs. For me though, having access to tunes on the web makes all the difference. It's the best source for digital music hands down.",Nothing.,Product A,25-34,Male,Rock,Other,0.40244646,0,0.40244646,positive,,
324,"form, function, memory, ease of use",durability,Product A,35-44,Male,Rock,Other,0.306186218,0.6,0.906186218,positive,,
325,it looks beautiful and it is easy to use.,soemtimes i lose the songs because i have not set up the play list correctly,Product A,35-44,Female,Rock,Relaxing,0.583333333,-0.012909944,0.570423389,positive,,
326,Its smaller and lighter than a personal cassette player.,It uses old technology,Other,35-44,Male,R&B,Traveling,0.1,0.05,0.15,positive,,
327,style,high cost,Other,35-44,Female,Other,Other,0,-0.707106781,-0.707106781,negative,,
328,portability,pricey,Other,18-24,Female,Other,Other,0,-0.25,-0.25,negative,,
329,Size,incompatiability,Product A,25-34,Male,Other,Traveling,0,0,0,neutral,,
330,It's part of my organizer so I don't have to carry too much hardware around.,Capacity,Other,35-44,Male,Other,Traveling,0.516397779,0,0.516397779,positive,,
331,Uses removable memory cards.,White color.,Other,45-54,Male,Folk,Traveling,0,0.282842712,0.282842712,positive,,
332,it plays music,the batteries run out,Product A,25-34,Male,Other,Traveling,0.346410162,0,0.346410162,positive,,
333,It is lightweight and rugged,It is ugly,Product C,35-44,Male,Rock,Other,0,-0.433012702,-0.433012702,negative,,
334,I like the well-designed interface and large capacity.,It's expensive.,Product A,<18,Male,Rock,Relaxing,0.766666667,-0.176776695,0.589889971,positive,,
335,The size is best.,Cost.,Other,25-34,Male,Blues,Other,0.25,0,0.25,positive,,
336,looks cool,screen is easy to scratch,Product A,25-34,Female,Folk,Traveling,0.530330086,0.089442719,0.619772805,positive,,
337,"it looks cool, I like gadgets and I like having all my music with me on long car trips",the battery runs out.,Product A,35-44,Male,R&B,Traveling,0.539126975,0,0.539126975,positive,,
338,compact and good sound quality,control buttons ver small,Product D,35-44,Female,R&B,Traveling,0.96150923,0,0.96150923,positive,,
339,It is small and yet has good sound quality.,I have to pay for songs that I already have on CD.,Product A,>54,Female,Jazz,Other,0.583333333,-0.028867513,0.55446582,positive,,
340,I can listen to only the songs that I like.,Nothing.,Product B,25-34,Male,Rock,Traveling,0.031622777,0,0.031622777,positive,,
341,Its got the best sound quality of any device i've ever had,nothing,Product D,45-54,Male,R&B,Working,0.433012702,0,0.433012702,positive,,
342,It's small so no one notices that I'm listening to it at work.,It's out dated. I want a new one.,Product D,18-24,Male,Country,Working,0.069337525,0.195230676,0.264568201,positive,,
343,No skipping of tracks when I move.,Low battery life and everyone else has one.,Product A,18-24,Female,Other,Traveling,0,0,0,neutral,,
344,"easy to operate, light weight, lot of memory space",nothing,Product A,25-34,Female,Other,Traveling,0.266666667,0,0.266666667,positive,,
345,"Cheaper than Product A. Just want to listen to music. Don't need video, movies, etc. Perfect for my humble needs.",None that I can think of,Product D,35-44,Male,Jazz,Relaxing,0.391767479,0,0.391767479,positive,,
346,stops me being bored cuz I can listen while I'm working,price,Product E,>54,Male,Blues,Working,-0.195982374,0,-0.195982374,negative,,
347,style and portability,More space without more bulkiness,Product E,25-34,Male,Other,Traveling,0,-1.162755348,-1.162755348,negative,,
348,"small and neat, easy to take around with me","so far it's all been fine but could you make it in nicer colours, my phone is pink for instance.",Product B,35-44,Female,Folk,Traveling,0.533333333,0.223662699,0.756996033,positive,,
349,I can have all my favourite music with me so I don't get bored and it's so easy to use,the headphones socket is faulty so I have to use tape to fix it which is not great,Product D,<18,Female,R&B,Traveling,0.469574275,-0.23570226,0.233872015,positive,,
350,It has so much storage!,Nothing. I love everything about it.,Product A,25-34,Female,Classical,Traveling,0,0.183028759,0.183028759,positive,,
351,Product A is small but with a large capacity for tracks,not as small as newer versions of other products,Product A,35-44,Male,Other,Traveling,0.678400525,0,0.678400525,positive,,
352,It is pretty,Nothing,Product A,18-24,Female,Other,Traveling,0.433012702,0,0.433012702,positive,,
353,It's puny and easy to carry,I have Product A and it doesn't give me options for controlling the order of play.,Product A,45-54,Female,Jazz,Working,0.081649658,0,0.081649658,positive,,
354,stylish appearance,price and size,Other,45-54,Male,Rock,Other,0.565685425,0,0.565685425,positive,,
355,sound quality,too hard to use,Product D,35-44,Male,Blues,Traveling,0.707106781,-0.125,0.582106781,positive,,
356,I can listen to my music where ever I want,I can not hear what anyone else is saying,Product C,18-24,Female,Classical,Other,0.18973666,0,0.18973666,positive,,
357,The small size,The sound,Product D,35-44,Female,Rock,Relaxing,0,0,0,neutral,,
358,The massive amount of storage capacity as well as the ease of use are the primary factors. I also like the sleek look of the product.,Can't show video on the device but new ones can. Cost is too high.,Product A,35-44,Male,Rock,Traveling,0.427392464,0.034604989,0.461997453,positive,,
359,Big capacity! Nice design and easy to use.,Cost is too much. Can't play video but the new ones can.,Product A,35-44,Male,Rock,Traveling,0.394574565,-0.818198052,-0.423623486,negative,,
360,It is nicely designed with great features that are easy to use. The large 60GB capicity is wonderful! I love the color screen.,Cost is very high. Wish it could play video like the newer model.,Product A,35-44,Male,Rock,Traveling,0.454428084,0.309222254,0.763650337,positive,,
361,It's ok for working out. I wanted Product A but got this as a gift.,It's ulgy,Product D,18-24,Female,Rock,Other,0.233779818,0,0.233779818,positive,,
362,"Design perfection; visually attractive, slim, lightweight. Big hard drive",LED screen hard to read.,Product A,35-44,Male,Classical,Working,0.356440818,0.067082039,0.423522857,positive,,
363,It's large enough to hold all my music and the battery lasts forever,It was expensive,Product A,25-34,Female,Other,Traveling,0.097072534,-0.144337567,-0.047265033,negative,,
364,color,size,Product A,18-24,Female,Other,Working,0,0,0,neutral,,
365,color options,costly,Other,45-54,Male,Rock,Other,0,-0.5,-0.5,negative,,
366,It lets me listen to my classic rock whenever I want.,"It was expensive, batteries do not last long.",Product E,45-54,Female,Rock,Relaxing,0.150755672,-0.088388348,0.062367325,positive,,
367,The size,The battery life,Product A,25-34,Male,Jazz,Working,0,0,0,neutral,,
368,"portable, light small powerful","battery life, some popular music formats cannot be played",Product A,18-24,Male,R&B,Traveling,0.5,-0.033333333,0.466666667,positive,,
369,conveniance to listen to my music wherever I am. It is able to store all my music so i have whatever i want when i want it.,it was expensive,Product A,25-34,Male,Rap,Traveling,0.170710678,-0.144337567,0.026373111,positive,,
370,The color,The screen,Product B,25-34,Female,Rock,Working,0,0,0,neutral,,
371,convenient size,new batteries are expensive,Product A,35-44,Female,Rock,Working,0.565685425,0.275,0.840685425,positive,,
372,it's compact. i can store loads of songs on it.,no complaints.,Product A,25-34,Female,Rock,Traveling,0.154343402,0.707106781,0.861450183,positive,,
373,easy to use,I had to get it repaired,Product A,18-24,Female,R&B,Traveling,0.577350269,0,0.577350269,positive,,
374,Amount of memory,Doesn't support all music formats,Product D,18-24,Female,R&B,Working,0,-0.491934955,-0.491934955,negative,,
375,"Small, light","The headphones, too big",Product B,18-24,Female,R&B,Traveling,0,0.125,0.125,positive,,
376,Provides entertainment whilst traveling to and from work.,size,Product D,18-24,Male,Rock,Traveling,0.37123106,0,0.37123106,positive,,
377,can use where and when i want,chances of losing it are high,Product D,18-24,Male,Classical,Relaxing,0,-0.204124145,-0.204124145,negative,,
378,"small, affordable",old technology,Other,<18,Male,Rock,Traveling,0.565685425,0.070710678,0.636396103,positive,,
379,it is compact,it is only 256MB,Other,25-34,Male,Rock,Other,0.230940108,0,0.230940108,positive,,
380,"Can store files other than music, small enough to fit in my pocket, and has FM radio",Nothing,Product B,25-34,Male,R&B,Traveling,0.181901719,0,0.181901719,positive,,
381,it's reliable.,it's a bit bulky.,Product D,35-44,Female,Other,Other,0.353553391,-0.5,-0.146446609,negative,,
382,ease of use,cost,Other,25-34,Female,Rock,Working,0.433012702,0,0.433012702,positive,,
383,light,"broke three time within first 6 months, need to be replaced. quality is poor",Product A,35-44,Male,Other,Traveling,0,0.025752155,0.025752155,positive,,
384,Easy to use and it looks cool and i can just drag and drop my music from the pc to it without the need for other programs. It also plays movies.,It is a bit bulky but i can live with that,Product E,25-34,Male,Jazz,Traveling,0.194282159,-0.000301511,0.193980647,positive,,
385,that it is portable,hard to figure out,Product E,45-54,Female,Classical,Relaxing,0.125,-0.125,0,neutral,,
386,it holds alot of songs and is good quality,hard to find the songs you want to listen to,Product A,18-24,Female,Rock,Traveling,0.583333333,-0.079056942,0.504276392,positive,,
387,"It stores lots of music, easy to use and good sound quality.",not much,Product A,25-34,Male,Other,Traveling,0.967061701,0,0.967061701,positive,,
388,It has a radio in it so I can listen to the radio in the morning on the train and to music in the afternoon on the way home.,It doesn't wirelessly connect to my home stereo.,Product D,25-34,Male,Rock,Traveling,0.111417203,0,0.111417203,positive,,
389,it has a radio tuner too.,weight,Product D,45-54,Male,Rock,Traveling,0,0,0,neutral,,
390,The number of tracks that it holds,Transfering tracks to device and categorising,Product A,35-44,Male,Blues,Traveling,0,0,0,neutral,,
391,rechargable battery,it's quite bulky,Product B,<18,Female,Blues,Working,0,-1.039230485,-1.039230485,negative,,
392,its small and convenient,non rechargable battery,Product A,>54,Male,Country,Relaxing,0.4,0,0.4,positive,,
393,appealing aesthetic,its small storage capacity,Product D,18-24,Male,Rap,Traveling,0.530330086,0,0.530330086,positive,,
394,size and cost,It could be better designed,Other,25-34,Male,Rock,Traveling,0,0.357770876,0.357770876,positive,,
395,Built in radio,Sound quality,Other,35-44,Male,Classical,Other,0,0.707106781,0.707106781,positive,,
396,Easy to carry,color,Product A,35-44,Male,Country,Traveling,0.461880215,0,0.461880215,positive,,
